CSDUID,CSD,Period,IndicatorSummaryDescription,Sector,UnitOfMeasure,OriginalValue
4814024,Edson,2008,Major Projects,Infrastructure,$,11.00000
4814024,Edson,2011,Major Projects,Infrastructure,$,6.50000
4814024,Edson,2012,Major Projects,Infrastructure,$,6.50000
4814024,Edson,2013,Major Projects,Infrastructure,$,6.50000
4814024,Edson,2016,Major Projects,Infrastructure,$,12.00000
4814024,Edson,2017,Major Projects,Infrastructure,$,12.00000
4814024,Edson,2018,Major Projects,Infrastructure,$,12.00000
4811064,Gibbons,2015,Major Projects,Infrastructure,$,33.80000
4811065,Redwater,2015,Major Projects,Infrastructure,$,14.33333
4808011,Red Deer,2007,Major Projects,Commercial,$,53.00000
4808011,Red Deer,2008,Major Projects,Commercial,$,49.00000
4808011,Red Deer,2009,Major Projects,Commercial,$,80.00000
4808011,Red Deer,2010,Major Projects,Commercial,$,45.00000
4808011,Red Deer,2011,Major Projects,Commercial,$,24.40000
4808011,Red Deer,2012,Major Projects,Commercial,$,12.10000
4808012,Sylvan Lake,2007,Major Projects,Commercial,$,80.00000
4808012,Sylvan Lake,2008,Major Projects,Commercial,$,50.00000
4808012,Sylvan Lake,2009,Major Projects,Commercial,$,50.00000
4808012,Sylvan Lake,2010,Major Projects,Commercial,$,70.00000
4808012,Sylvan Lake,2011,Major Projects,Commercial,$,50.00000
4808012,Sylvan Lake,2012,Major Projects,Commercial,$,50.00000
4808008,Innisfail,2009,Major Projects,Commercial,$,6.40000
4808009,Penhold,2013,Major Projects,Commercial,$,5.50000
4811016,Leduc,2008,Major Projects,Commercial,$,12.00000
4811016,Leduc,2017,Major Projects,Commercial,$,45.00000
4811056,Fort Saskatchewan,2008,Major Projects,Commercial,$,10.00000
4811056,Fort Saskatchewan,2011,Major Projects,Commercial,$,10.00000
4811056,Fort Saskatchewan,2013,Major Projects,Commercial,$,6.70000
4811061,Edmonton,2007,Major Projects,Commercial,$,1199.50000
4811061,Edmonton,2008,Major Projects,Commercial,$,1653.30000
4811061,Edmonton,2009,Major Projects,Commercial,$,1344.30000
4811061,Edmonton,2010,Major Projects,Commercial,$,1363.40000
4811061,Edmonton,2011,Major Projects,Commercial,$,536.40000
4811061,Edmonton,2012,Major Projects,Commercial,$,292.90000
4811061,Edmonton,2013,Major Projects,Commercial,$,1472.80000
4811061,Edmonton,2014,Major Projects,Commercial,$,1927.00000
4811061,Edmonton,2015,Major Projects,Commercial,$,639.60000
4811061,Edmonton,2016,Major Projects,Commercial,$,134.50000
4811061,Edmonton,2017,Major Projects,Commercial,$,145.61000
4811061,Edmonton,2018,Major Projects,Commercial,$,333.80000
4811061,Edmonton,2019,Major Projects,Commercial,$,216.00000
4811061,Edmonton,2020,Major Projects,Commercial,$,100.50000
4811061,Edmonton,2021,Major Projects,Commercial,$,202.10000
4811061,Edmonton,2022,Major Projects,Commercial,$,122.70000
4802012,Lethbridge,2007,Major Projects,Commercial,$,30.00000
4802012,Lethbridge,2009,Major Projects,Commercial,$,5.20000
4802012,Lethbridge,2010,Major Projects,Commercial,$,5.20000
4802012,Lethbridge,2014,Major Projects,Commercial,$,24.00000
4809015,Rocky Mountain House,2007,Major Projects,Commercial,$,5.00000
4808039,Ponoka,2014,Major Projects,Commercial,$,9.00000
4806019,Cochrane,2007,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2008,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2009,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2010,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2011,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2012,Major Projects,Commercial,$,85.00000
4806019,Cochrane,2013,Major Projects,Commercial,$,85.00000
4806019,Cochrane,2014,Major Projects,Commercial,$,75.00000
4806019,Cochrane,2018,Major Projects,Commercial,$,18.00000
4806021,Airdrie,2007,Major Projects,Commercial,$,25.00000
4806021,Airdrie,2008,Major Projects,Commercial,$,25.20000
4806021,Airdrie,2009,Major Projects,Commercial,$,31.20000
4806021,Airdrie,2021,Major Projects,Commercial,$,0.00000
4806021,Airdrie,2022,Major Projects,Commercial,$,0.00000
4801006,Medicine Hat,2007,Major Projects,Commercial,$,13.00000
4801006,Medicine Hat,2012,Major Projects,Commercial,$,10.00000
4802021,"Taber, M.D.",2019,Major Projects,Commercial,$,37.00000
4804012,Special Area No. 3,2018,Major Projects,Commercial,$,200.00000
4804012,Special Area No. 3,2019,Major Projects,Commercial,$,200.00000
4804012,Special Area No. 3,2020,Major Projects,Commercial,$,200.00000
4806034,Olds,2007,Major Projects,Commercial,$,80.00000
4806034,Olds,2008,Major Projects,Commercial,$,80.00000
4806006,High River,2010,Major Projects,Commercial,$,5.20000
4806012,Okotoks,2007,Major Projects,Commercial,$,13.00000
4806012,Okotoks,2012,Major Projects,Commercial,$,14.00000
4806012,Okotoks,2013,Major Projects,Commercial,$,14.00000
4806014,Rocky View County,2007,Major Projects,Commercial,$,484.00000
4806014,Rocky View County,2008,Major Projects,Commercial,$,434.00000
4806014,Rocky View County,2009,Major Projects,Commercial,$,115.00000
4806014,Rocky View County,2012,Major Projects,Commercial,$,116.00000
4806014,Rocky View County,2013,Major Projects,Commercial,$,16.00000
4806014,Rocky View County,2014,Major Projects,Commercial,$,37.50000
4806014,Rocky View County,2015,Major Projects,Commercial,$,42.00000
4806014,Rocky View County,2017,Major Projects,Commercial,$,111.00000
4806014,Rocky View County,2018,Major Projects,Commercial,$,41.70000
4806014,Rocky View County,2020,Major Projects,Commercial,$,170.00000
4806014,Rocky View County,2021,Major Projects,Commercial,$,357.60000
4806014,Rocky View County,2022,Major Projects,Commercial,$,340.00000
4806016,Calgary,2007,Major Projects,Commercial,$,6001.30000
4806016,Calgary,2008,Major Projects,Commercial,$,7484.00000
4806016,Calgary,2009,Major Projects,Commercial,$,7791.60000
4806016,Calgary,2010,Major Projects,Commercial,$,6243.40000
4806016,Calgary,2011,Major Projects,Commercial,$,5608.00000
4806016,Calgary,2012,Major Projects,Commercial,$,5179.80000
4806016,Calgary,2013,Major Projects,Commercial,$,7254.50000
4806016,Calgary,2014,Major Projects,Commercial,$,6869.90000
4806016,Calgary,2015,Major Projects,Commercial,$,2397.70000
4806016,Calgary,2016,Major Projects,Commercial,$,1559.70000
4806016,Calgary,2017,Major Projects,Commercial,$,442.70000
4806016,Calgary,2018,Major Projects,Commercial,$,350.40000
4806016,Calgary,2019,Major Projects,Commercial,$,361.10000
4806016,Calgary,2020,Major Projects,Commercial,$,214.90000
4806016,Calgary,2021,Major Projects,Commercial,$,749.50000
4806016,Calgary,2022,Major Projects,Commercial,$,592.30000
4819041,Smoky River No. 130,2014,Major Projects,Commercial,$,25.00000
4819041,Smoky River No. 130,2015,Major Projects,Commercial,$,25.00000
4819012,Grande Prairie,2007,Major Projects,Commercial,$,24.00000
4819012,Grande Prairie,2010,Major Projects,Commercial,$,20.00000
4819012,Grande Prairie,2011,Major Projects,Commercial,$,83.00000
4819012,Grande Prairie,2012,Major Projects,Commercial,$,10.00000
4819012,Grande Prairie,2019,Major Projects,Commercial,$,35.00000
4819012,Grande Prairie,2020,Major Projects,Commercial,$,35.00000
4819038,Peace River,2007,Major Projects,Commercial,$,10.00000
4811034,Parkland County,2020,Major Projects,Commercial,$,0.00000
4811034,Parkland County,2021,Major Projects,Commercial,$,0.00000
4810039,Lloydminster (Part),2010,Major Projects,Commercial,$,6.00000
4811049,Spruce Grove,2010,Major Projects,Commercial,$,75.00000
4811049,Spruce Grove,2011,Major Projects,Commercial,$,75.00000
4811049,Spruce Grove,2012,Major Projects,Commercial,$,75.00000
4811049,Spruce Grove,2013,Major Projects,Commercial,$,75.00000
4811052,Strathcona County,2007,Major Projects,Commercial,$,22.00000
4811052,Strathcona County,2008,Major Projects,Commercial,$,100.00000
4811052,Strathcona County,2009,Major Projects,Commercial,$,130.00000
4811052,Strathcona County,2010,Major Projects,Commercial,$,14.00000
4811052,Strathcona County,2011,Major Projects,Commercial,$,84.00000
4811052,Strathcona County,2012,Major Projects,Commercial,$,24.00000
4811052,Strathcona County,2013,Major Projects,Commercial,$,22.00000
4811052,Strathcona County,2014,Major Projects,Commercial,$,35.00000
4811052,Strathcona County,2015,Major Projects,Commercial,$,34.00000
4811052,Strathcona County,2017,Major Projects,Commercial,$,7.00000
4811052,Strathcona County,2018,Major Projects,Commercial,$,22.20000
4811052,Strathcona County,2019,Major Projects,Commercial,$,22.20000
4811062,St. Albert,2009,Major Projects,Commercial,$,6.00000
4811062,St. Albert,2011,Major Projects,Commercial,$,15.00000
4811062,St. Albert,2012,Major Projects,Commercial,$,11.00000
4811062,St. Albert,2013,Major Projects,Commercial,$,39.00000
4811062,St. Albert,2014,Major Projects,Commercial,$,41.60000
4811062,St. Albert,2015,Major Projects,Commercial,$,91.50000
4811062,St. Albert,2016,Major Projects,Commercial,$,141.50000
4811062,St. Albert,2017,Major Projects,Commercial,$,91.50000
4811062,St. Albert,2020,Major Projects,Commercial,$,27.00000
4811062,St. Albert,2022,Major Projects,Commercial,$,42.50000
4815023,Canmore,2008,Major Projects,Commercial,$,10.00000
4815023,Canmore,2009,Major Projects,Commercial,$,10.00000
4815023,Canmore,2010,Major Projects,Commercial,$,10.00000
4818018,Valleyview,2013,Major Projects,Commercial,$,42.00000
4818018,Valleyview,2014,Major Projects,Commercial,$,42.00000
4818018,Valleyview,2015,Major Projects,Commercial,$,42.00000
4812002,Cold Lake,2008,Major Projects,Commercial,$,10.30000
4812002,Cold Lake,2009,Major Projects,Commercial,$,10.30000
4812018,St. Paul,2011,Major Projects,Commercial,$,6.30000
4811068,Morinville,2014,Major Projects,Commercial,$,5.90000
4811068,Morinville,2015,Major Projects,Commercial,$,5.90000
4816037,Wood Buffalo,2009,Major Projects,Commercial,$,10.00000
4816037,Wood Buffalo,2010,Major Projects,Commercial,$,13.00000
4816037,Wood Buffalo,2012,Major Projects,Commercial,$,33.00000
4816037,Wood Buffalo,2013,Major Projects,Commercial,$,30.00000
4811012,Leduc County,2011,Major Projects,Commercial,$,16.00000
4811012,Leduc County,2012,Major Projects,Commercial,$,10.00000
4811012,Leduc County,2014,Major Projects,Commercial,$,26.90000
4811012,Leduc County,2015,Major Projects,Commercial,$,13.90000
4811012,Leduc County,2016,Major Projects,Commercial,$,17.00000
4811012,Leduc County,2018,Major Projects,Commercial,$,139.00000
4811012,Leduc County,2019,Major Projects,Commercial,$,120.00000
4811012,Leduc County,2021,Major Projects,Commercial,$,39.40000
4811012,Leduc County,2022,Major Projects,Commercial,$,31.80000
4813048,Athabasca,2008,Major Projects,Commercial,$,7.00000
4814024,Edson,2008,Major Projects,Commercial,$,6.10000
4814024,Edson,2009,Major Projects,Commercial,$,6.10000
4808011,Red Deer,2008,Major Projects,Industrial,$,80.00000
4808011,Red Deer,2009,Major Projects,Industrial,$,80.00000
4805018,Strathmore,2022,Major Projects,Industrial,$,225.00000
4805041,Kneehill County,2017,Major Projects,Industrial,$,30.00000
4805041,Kneehill County,2018,Major Projects,Industrial,$,30.00000
4807049,Wainwright No. 61,2007,Major Projects,Industrial,$,19.50000
4807049,Wainwright No. 61,2008,Major Projects,Industrial,$,49.50000
4807049,Wainwright No. 61,2012,Major Projects,Industrial,$,39.30000
4807049,Wainwright No. 61,2013,Major Projects,Industrial,$,39.30000
4807049,Wainwright No. 61,2014,Major Projects,Industrial,$,39.30000
4807051,Chauvin,2011,Major Projects,Industrial,$,14.60000
4807054,Wainwright,2009,Major Projects,Industrial,$,49.50000
4807054,Wainwright,2010,Major Projects,Industrial,$,49.50000
4807054,Wainwright,2011,Major Projects,Industrial,$,39.30000
4807054,Wainwright,2014,Major Projects,Industrial,$,8.00000
4808001,Red Deer County,2007,Major Projects,Industrial,$,400.00000
4808001,Red Deer County,2008,Major Projects,Industrial,$,400.00000
4808001,Red Deer County,2009,Major Projects,Industrial,$,400.00000
4808001,Red Deer County,2010,Major Projects,Industrial,$,190.00000
4808001,Red Deer County,2011,Major Projects,Industrial,$,190.00000
4808001,Red Deer County,2012,Major Projects,Industrial,$,190.00000
4808001,Red Deer County,2016,Major Projects,Industrial,$,40.00000
4808001,Red Deer County,2017,Major Projects,Industrial,$,50.00000
4808001,Red Deer County,2022,Major Projects,Industrial,$,29.00000
4805012,Wheatland County,2007,Major Projects,Industrial,$,326.00000
4805012,Wheatland County,2008,Major Projects,Industrial,$,235.00000
4805012,Wheatland County,2009,Major Projects,Industrial,$,235.00000
4805012,Wheatland County,2010,Major Projects,Industrial,$,242.00000
4805012,Wheatland County,2011,Major Projects,Industrial,$,235.00000
4805012,Wheatland County,2022,Major Projects,Industrial,$,210.00000
4807019,Stettler County No. 6,2008,Major Projects,Industrial,$,190.00000
4807019,Stettler County No. 6,2009,Major Projects,Industrial,$,190.00000
4807019,Stettler County No. 6,2012,Major Projects,Industrial,$,7.00000
4807019,Stettler County No. 6,2018,Major Projects,Industrial,$,52.80000
4807019,Stettler County No. 6,2019,Major Projects,Industrial,$,52.80000
4807019,Stettler County No. 6,2020,Major Projects,Industrial,$,1540.00000
4807019,Stettler County No. 6,2021,Major Projects,Industrial,$,1590.00000
4807019,Stettler County No. 6,2022,Major Projects,Industrial,$,1590.00000
4807026,Stettler,2007,Major Projects,Industrial,$,190.00000
4807026,Stettler,2019,Major Projects,Industrial,$,30.00000
4808022,Lacombe County,2008,Major Projects,Industrial,$,7.50000
4808022,Lacombe County,2009,Major Projects,Industrial,$,7.50000
4808022,Lacombe County,2011,Major Projects,Industrial,$,85.00000
4808022,Lacombe County,2012,Major Projects,Industrial,$,750.00000
4808022,Lacombe County,2013,Major Projects,Industrial,$,750.00000
4808022,Lacombe County,2014,Major Projects,Industrial,$,750.00000
4808022,Lacombe County,2015,Major Projects,Industrial,$,1006.50000
4808022,Lacombe County,2016,Major Projects,Industrial,$,6.50000
4808022,Lacombe County,2017,Major Projects,Industrial,$,12.00000
4808022,Lacombe County,2020,Major Projects,Industrial,$,45.00000
4808022,Lacombe County,2021,Major Projects,Industrial,$,45.00000
4808022,Lacombe County,2022,Major Projects,Industrial,$,49.00000
4808006,Bowden,2021,Major Projects,Industrial,$,160.00000
4808026,Bentley,2012,Major Projects,Industrial,$,38.00000
4808026,Bentley,2013,Major Projects,Industrial,$,38.00000
4811016,Leduc,2008,Major Projects,Industrial,$,30.00000
4811016,Leduc,2009,Major Projects,Industrial,$,30.00000
4811016,Leduc,2010,Major Projects,Industrial,$,30.00000
4811016,Leduc,2016,Major Projects,Industrial,$,10.00000
4811016,Leduc,2017,Major Projects,Industrial,$,10.00000
4811016,Leduc,2018,Major Projects,Industrial,$,10.00000
4811016,Leduc,2019,Major Projects,Industrial,$,92.00000
4811016,Leduc,2020,Major Projects,Industrial,$,10.00000
4811016,Leduc,2021,Major Projects,Industrial,$,10.00000
4811016,Leduc,2022,Major Projects,Industrial,$,24.00000
4807042,Killam,2008,Major Projects,Industrial,$,22.00000
4807042,Killam,2009,Major Projects,Industrial,$,22.00000
4807042,Killam,2010,Major Projects,Industrial,$,42.50000
4807042,Killam,2011,Major Projects,Industrial,$,42.50000
4807042,Killam,2012,Major Projects,Industrial,$,42.50000
4810001,Camrose County,2013,Major Projects,Industrial,$,50.00000
4810001,Camrose County,2014,Major Projects,Industrial,$,120.00000
4811056,Fort Saskatchewan,2007,Major Projects,Industrial,$,300.00000
4811056,Fort Saskatchewan,2008,Major Projects,Industrial,$,315.00000
4811056,Fort Saskatchewan,2020,Major Projects,Industrial,$,100.00000
4811056,Fort Saskatchewan,2021,Major Projects,Industrial,$,806.00000
4811056,Fort Saskatchewan,2022,Major Projects,Industrial,$,10000.00000
4811061,Edmonton,2007,Major Projects,Industrial,$,138.50000
4811061,Edmonton,2008,Major Projects,Industrial,$,198.50000
4811061,Edmonton,2009,Major Projects,Industrial,$,162.40000
4811061,Edmonton,2010,Major Projects,Industrial,$,134.20000
4811061,Edmonton,2011,Major Projects,Industrial,$,52.40000
4811061,Edmonton,2012,Major Projects,Industrial,$,1106.50000
4811061,Edmonton,2013,Major Projects,Industrial,$,1258.50000
4811061,Edmonton,2014,Major Projects,Industrial,$,1117.90000
4811061,Edmonton,2015,Major Projects,Industrial,$,1157.70000
4811061,Edmonton,2016,Major Projects,Industrial,$,1100.00000
4811061,Edmonton,2017,Major Projects,Industrial,$,1035.70000
4811061,Edmonton,2018,Major Projects,Industrial,$,1080.10000
4811061,Edmonton,2019,Major Projects,Industrial,$,17077.30000
4811061,Edmonton,2020,Major Projects,Industrial,$,17093.80000
4811061,Edmonton,2021,Major Projects,Industrial,$,16105.10000
4811061,Edmonton,2022,Major Projects,Industrial,$,16215.80000
4802012,Lethbridge,2010,Major Projects,Industrial,$,8.00000
4802012,Lethbridge,2011,Major Projects,Industrial,$,8.90000
4802012,Lethbridge,2012,Major Projects,Industrial,$,8.90000
4802012,Lethbridge,2013,Major Projects,Industrial,$,28.90000
4802012,Lethbridge,2014,Major Projects,Industrial,$,20.00000
4802012,Lethbridge,2015,Major Projects,Industrial,$,30.00000
4802012,Lethbridge,2016,Major Projects,Industrial,$,470.00000
4802012,Lethbridge,2017,Major Projects,Industrial,$,360.00000
4802012,Lethbridge,2018,Major Projects,Industrial,$,360.00000
4802012,Lethbridge,2019,Major Projects,Industrial,$,15.00000
4802012,Lethbridge,2020,Major Projects,Industrial,$,20.00000
4802012,Lethbridge,2021,Major Projects,Industrial,$,20.00000
4802012,Lethbridge,2022,Major Projects,Industrial,$,150.00000
4802034,Brooks,2007,Major Projects,Industrial,$,15.00000
4802034,Brooks,2008,Major Projects,Industrial,$,16.40000
4802034,Brooks,2012,Major Projects,Industrial,$,29.20000
4802034,Brooks,2013,Major Projects,Industrial,$,29.20000
4812029,Smoky Lake,2012,Major Projects,Industrial,$,30.00000
4812029,Smoky Lake,2013,Major Projects,Industrial,$,30.00000
4808039,Ponoka,2008,Major Projects,Industrial,$,38.50000
4808039,Ponoka,2009,Major Projects,Industrial,$,38.50000
4808039,Ponoka,2010,Major Projects,Industrial,$,38.50000
4808044,Rimbey,2007,Major Projects,Industrial,$,30.00000
4808044,Rimbey,2008,Major Projects,Industrial,$,30.00000
4809002,Clearwater County,2011,Major Projects,Industrial,$,13.70000
4809002,Clearwater County,2014,Major Projects,Industrial,$,15.00000
4810026,Minburn County No. 27,2007,Major Projects,Industrial,$,65.00000
4810026,Minburn County No. 27,2008,Major Projects,Industrial,$,65.00000
4810026,Minburn County No. 27,2009,Major Projects,Industrial,$,210.00000
4810026,Minburn County No. 27,2010,Major Projects,Industrial,$,210.00000
4810026,Minburn County No. 27,2011,Major Projects,Industrial,$,210.00000
4810026,Minburn County No. 27,2021,Major Projects,Industrial,$,0.00000
4810028,Vegreville,2007,Major Projects,Industrial,$,400.00000
4810028,Vegreville,2022,Major Projects,Industrial,$,72.00000
4813030,Whitecourt,2011,Major Projects,Industrial,$,35.00000
4813030,Whitecourt,2012,Major Projects,Industrial,$,42.00000
4813030,Whitecourt,2013,Major Projects,Industrial,$,42.00000
4806021,Airdrie,2021,Major Projects,Industrial,$,50.00000
4806022,Irricana,2018,Major Projects,Industrial,$,52.80000
4806022,Irricana,2019,Major Projects,Industrial,$,52.80000
4806022,Irricana,2020,Major Projects,Industrial,$,52.80000
4813029,Woodlands County,2010,Major Projects,Industrial,$,28.00000
4801006,Medicine Hat,2010,Major Projects,Industrial,$,40.00000
4801006,Medicine Hat,2012,Major Projects,Industrial,$,6.40000
4801006,Medicine Hat,2013,Major Projects,Industrial,$,36.40000
4801006,Medicine Hat,2016,Major Projects,Industrial,$,66.00000
4801006,Medicine Hat,2018,Major Projects,Industrial,$,130.00000
4801006,Medicine Hat,2019,Major Projects,Industrial,$,130.00000
4801003,Cypress County,2007,Major Projects,Industrial,$,13.00000
4801003,Cypress County,2009,Major Projects,Industrial,$,5.00000
4801003,Cypress County,2010,Major Projects,Industrial,$,5.00000
4801003,Cypress County,2011,Major Projects,Industrial,$,5.10000
4801003,Cypress County,2012,Major Projects,Industrial,$,7.40000
4801003,Cypress County,2013,Major Projects,Industrial,$,5.30000
4808031,Lacombe,2009,Major Projects,Industrial,$,35.00000
4808031,Lacombe,2010,Major Projects,Industrial,$,35.00000
4808031,Lacombe,2011,Major Projects,Industrial,$,32.00000
4808031,Lacombe,2012,Major Projects,Industrial,$,31.80000
4808031,Lacombe,2013,Major Projects,Industrial,$,31.80000
4808031,Lacombe,2014,Major Projects,Industrial,$,31.80000
4802011,Lethbridge County,2007,Major Projects,Industrial,$,77.00000
4802011,Lethbridge County,2008,Major Projects,Industrial,$,45.00000
4802011,Lethbridge County,2009,Major Projects,Industrial,$,53.00000
4802011,Lethbridge County,2010,Major Projects,Industrial,$,83.00000
4802011,Lethbridge County,2011,Major Projects,Industrial,$,26.00000
4802011,Lethbridge County,2017,Major Projects,Industrial,$,7.00000
4802011,Lethbridge County,2018,Major Projects,Industrial,$,7.00000
4802011,Lethbridge County,2022,Major Projects,Industrial,$,0.00000
4802021,"Taber, M.D.",2007,Major Projects,Industrial,$,325.00000
4802021,"Taber, M.D.",2008,Major Projects,Industrial,$,325.00000
4802021,"Taber, M.D.",2009,Major Projects,Industrial,$,325.00000
4802021,"Taber, M.D.",2010,Major Projects,Industrial,$,325.00000
4802021,"Taber, M.D.",2011,Major Projects,Industrial,$,325.00000
4802021,"Taber, M.D.",2019,Major Projects,Industrial,$,41.80000
4805001,Vulcan County,2018,Major Projects,Industrial,$,65.00000
4805001,Vulcan County,2019,Major Projects,Industrial,$,65.00000
4805002,Carmangay,2018,Major Projects,Industrial,$,52.80000
4805002,Carmangay,2019,Major Projects,Industrial,$,52.80000
4806034,Olds,2015,Major Projects,Industrial,$,110.00000
4806034,Olds,2016,Major Projects,Industrial,$,110.00000
4806034,Olds,2017,Major Projects,Industrial,$,110.00000
4806034,Olds,2018,Major Projects,Industrial,$,31.00000
4806036,Sundre,2010,Major Projects,Industrial,$,13.00000
4806036,Sundre,2011,Major Projects,Industrial,$,19.80000
4806036,Sundre,2018,Major Projects,Industrial,$,20.00000
4806001,Foothills No. 31,2007,Major Projects,Industrial,$,120.00000
4806001,Foothills No. 31,2008,Major Projects,Industrial,$,120.00000
4806006,High River,2011,Major Projects,Industrial,$,36.00000
4806014,Rocky View County,2013,Major Projects,Industrial,$,17.00000
4806014,Rocky View County,2018,Major Projects,Industrial,$,30.00000
4806014,Rocky View County,2019,Major Projects,Industrial,$,20.00000
4806016,Calgary,2007,Major Projects,Industrial,$,51.30000
4806016,Calgary,2008,Major Projects,Industrial,$,50.80000
4806016,Calgary,2009,Major Projects,Industrial,$,6.00000
4806016,Calgary,2013,Major Projects,Industrial,$,134.90000
4806016,Calgary,2014,Major Projects,Industrial,$,34.50000
4806016,Calgary,2016,Major Projects,Industrial,$,6.10000
4806016,Calgary,2017,Major Projects,Industrial,$,50.00000
4806016,Calgary,2018,Major Projects,Industrial,$,95.60000
4806016,Calgary,2019,Major Projects,Industrial,$,34.00000
4806016,Calgary,2020,Major Projects,Industrial,$,62.50000
4806016,Calgary,2021,Major Projects,Industrial,$,60.70000
4806016,Calgary,2022,Major Projects,Industrial,$,134.60000
4808032,Clive,2022,Major Projects,Industrial,$,0.00000
4819041,Smoky River No. 130,2007,Major Projects,Industrial,$,160.00000
4819041,Smoky River No. 130,2008,Major Projects,Industrial,$,160.00000
4819041,Smoky River No. 130,2010,Major Projects,Industrial,$,160.00000
4819041,Smoky River No. 130,2011,Major Projects,Industrial,$,13.00000
4817021,High Prairie,2012,Major Projects,Industrial,$,30.00000
4817021,High Prairie,2013,Major Projects,Industrial,$,30.00000
4817026,Northern Sunrise County,2022,Major Projects,Industrial,$,400.00000
4817027,Big Lakes County,2011,Major Projects,Industrial,$,30.00000
4819056,Rycroft,2021,Major Projects,Industrial,$,52.80000
4819056,Rycroft,2022,Major Projects,Industrial,$,52.80000
4819059,Saddle Hills County,2020,Major Projects,Industrial,$,400.00000
4819059,Saddle Hills County,2021,Major Projects,Industrial,$,400.00000
4819012,Grande Prairie,2007,Major Projects,Industrial,$,288.00000
4819012,Grande Prairie,2010,Major Projects,Industrial,$,6.00000
4819012,Grande Prairie,2011,Major Projects,Industrial,$,6.00000
4819012,Grande Prairie,2014,Major Projects,Industrial,$,30.00000
4819014,Sexsmith,2007,Major Projects,Industrial,$,37.00000
4819038,Peace River,2010,Major Projects,Industrial,$,40.00000
4819038,Peace River,2015,Major Projects,Industrial,$,10.40000
4819038,Peace River,2016,Major Projects,Industrial,$,10.40000
4811031,Drayton Valley,2013,Major Projects,Industrial,$,223.00000
4811031,Drayton Valley,2014,Major Projects,Industrial,$,200.00000
4811034,Parkland County,2010,Major Projects,Industrial,$,1400.00000
4811034,Parkland County,2011,Major Projects,Industrial,$,1400.00000
4811034,Parkland County,2016,Major Projects,Industrial,$,85.00000
4811034,Parkland County,2017,Major Projects,Industrial,$,285.00000
4811034,Parkland County,2018,Major Projects,Industrial,$,200.00000
4811034,Parkland County,2019,Major Projects,Industrial,$,200.00000
4810039,Lloydminster (Part),2012,Major Projects,Industrial,$,200.00000
4810039,Lloydminster (Part),2013,Major Projects,Industrial,$,100.00000
4810039,Lloydminster (Part),2014,Major Projects,Industrial,$,100.00000
4811052,Strathcona County,2008,Major Projects,Industrial,$,70.00000
4811052,Strathcona County,2012,Major Projects,Industrial,$,600.00000
4811052,Strathcona County,2013,Major Projects,Industrial,$,800.00000
4811052,Strathcona County,2014,Major Projects,Industrial,$,800.00000
4811052,Strathcona County,2015,Major Projects,Industrial,$,825.00000
4811052,Strathcona County,2016,Major Projects,Industrial,$,843.50000
4811052,Strathcona County,2017,Major Projects,Industrial,$,3520.00000
4811052,Strathcona County,2018,Major Projects,Industrial,$,3533.60000
4811052,Strathcona County,2019,Major Projects,Industrial,$,3533.60000
4811052,Strathcona County,2020,Major Projects,Industrial,$,4020.00000
4811052,Strathcona County,2021,Major Projects,Industrial,$,4800.00000
4811052,Strathcona County,2022,Major Projects,Industrial,$,1600.00000
4811059,Sturgeon County,2007,Major Projects,Industrial,$,162.00000
4811059,Sturgeon County,2008,Major Projects,Industrial,$,90.00000
4811059,Sturgeon County,2009,Major Projects,Industrial,$,90.00000
4811059,Sturgeon County,2013,Major Projects,Industrial,$,6.20000
4811059,Sturgeon County,2014,Major Projects,Industrial,$,5.20000
4811059,Sturgeon County,2016,Major Projects,Industrial,$,3800.00000
4811059,Sturgeon County,2017,Major Projects,Industrial,$,3800.00000
4811059,Sturgeon County,2018,Major Projects,Industrial,$,4052.80000
4811059,Sturgeon County,2019,Major Projects,Industrial,$,4552.80000
4817095,Mackenzie County,2007,Major Projects,Industrial,$,27.00000
4817095,Mackenzie County,2008,Major Projects,Industrial,$,27.00000
4811019,Calmar,2009,Major Projects,Industrial,$,90.00000
4811019,Calmar,2010,Major Projects,Industrial,$,100.00000
4811019,Calmar,2011,Major Projects,Industrial,$,100.00000
4817062,Clear Hills,2007,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2008,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2009,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2010,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2011,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2012,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2013,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2014,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2015,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2016,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2017,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2018,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2019,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2020,Major Projects,Industrial,$,300.00000
